ITEM_NUMBER,AWARD_YEAR,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ORIGIN_CITY,ORIGIN_STATE,ORIGIN_COUNTRY,DESTINATION_CITY_NAME,DESTINATION_STATE,DESTINATION_COUNTRY,AIRLINE_ABBREVIATION,AWARDED_SERVICE,YCA_FARE,_CA_FARE,BUSINESS_FARE,EFFECTIVE_DATE,EXPIRATION_DATE
5282,2014,AUS,MIA,AUSTIN,TX,USA,MIAMI,FL,USA,AA,C,203,0,0,10/1/2013 0:00,9/30/2014 0:00
5283,2014,AUS,OKC,AUSTIN,TX,USA,OKLAHOMA CITY,OK,USA,UA,C,86,0,0,10/1/2013 0:00,9/30/2014 0:00
5284,2014,AUS,OMA,AUSTIN,TX,USA,OMAHA,NE,USA,AA,C,257,0,0,10/1/2013 0:00,9/30/2014 0:00
5285,2014,AUS,ONT,AUSTIN,TX,USA,LOS ANGELES,CA,USA,AA,C,175,0,0,10/1/2013 0:00,9/30/2014 0:00
5286,2014,AUS,ORF,AUSTIN,TX,USA,NORFOLK,VA,USA,UA,C,213,0,0,10/1/2013 0:00,9/30/2014 0:00
5287,2014,AUS,PHF,AUSTIN,TX,USA,NEWPORT NEWS,VA,USA,DL,C,407,0,0,10/1/2013 0:00,9/30/2014 0:00
5288,2014,AUS,PIT,AUSTIN,TX,USA,PITTSBURGH,PA,USA,UA,C,169,0,0,10/1/2013 0:00,9/30/2014 0:00
5289,2014,AUS,PNS,AUSTIN,TX,USA,PENSACOLA,FL,USA,AA,C,258,0,0,10/1/2013 0:00,9/30/2014 0:00
5290,2014,AUS,RDU,AUSTIN,TX,USA,RALEIGH-DURHAM,NC,USA,AA,C,184,0,0,10/1/2013 0:00,9/30/2014 0:00
5291,2014,AUS,RIC,AUSTIN,TX,USA,RICHMOND,VA,USA,AA,C,187,0,0,10/1/2013 0:00,9/30/2014 0:00
5292,2014,AUS,SAV,AUSTIN,TX,USA,SAVANNAH,GA,USA,AA,C,365,0,0,10/1/2013 0:00,9/30/2014 0:00
5293,2014,AUS,SDF,AUSTIN,TX,USA,LOUISVILLE,KY,USA,UA,C,152,0,0,10/1/2013 0:00,9/30/2014 0:00
5294,2014,AUS,SJU,AUSTIN,TX,USA,SAN JUAN,PR,USA,DL,C,399,0,0,10/1/2013 0:00,9/30/2014 0:00
5295,2014,AUS,SNA,AUSTIN,TX,USA,ORANGE COUNTY,CA,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
5296,2014,AUS,STL,AUSTIN,TX,USA,ST. LOUIS,MO,USA,AA,C,181,0,0,10/1/2013 0:00,9/30/2014 0:00
5297,2014,AUS,TUS,AUSTIN,TX,USA,TUCSON,AZ,USA,UA,C,189,0,0,10/1/2013 0:00,9/30/2014 0:00
5298,2014,AUS,VPS,AUSTIN,TX,USA,FT. WALTON BEACH,FL,USA,AA,C,246,0,0,10/1/2013 0:00,9/30/2014 0:00
5299,2014,AVL,BWI,ASHEVILLE,NC,USA,WASHINGTON,DC,USA,US,C,499,0,0,10/1/2013 0:00,9/30/2014 0:00
5300,2014,AVL,DEN,ASHEVILLE,NC,USA,DENVER,CO,USA,US,C,436,0,0,10/1/2013 0:00,9/30/2014 0:00
5301,2014,AVL,IAD,ASHEVILLE,NC,USA,WASHINGTON,DC,USA,US,C,399,0,0,10/1/2013 0:00,9/30/2014 0:00
5302,2014,AVL,MCO,ASHEVILLE,NC,USA,ORLANDO,FL,USA,US,C,264,0,0,10/1/2013 0:00,9/30/2014 0:00
5303,2014,AVL,ORD,ASHEVILLE,NC,USA,CHICAGO,IL,USA,UA,C,304,0,0,10/1/2013 0:00,9/30/2014 0:00
5304,2014,AVP,BNA,SCRANTON,PA,USA,NASHVILLE,TN,USA,US,C,266,0,0,10/1/2013 0:00,9/30/2014 0:00
5305,2014,AVP,COS,SCRANTON,PA,USA,COLORADO SPRINGS,CO,USA,DL,C,446,0,0,10/1/2013 0:00,9/30/2014 0:00
5306,2014,AVP,DEN,SCRANTON,PA,USA,DENVER,CO,USA,US,C,462,0,0,10/1/2013 0:00,9/30/2014 0:00
5307,2014,AVP,ELP,SCRANTON,PA,USA,EL PASO,TX,USA,DL,C,452,0,0,10/1/2013 0:00,9/30/2014 0:00
5308,2014,AVP,FAY,SCRANTON,PA,USA,FAYETTEVILLE,NC,USA,US,C,378,0,0,10/1/2013 0:00,9/30/2014 0:00
5310,2014,AVP,IND,SCRANTON,PA,USA,INDIANAPOLIS,IN,USA,US,C,371,0,0,10/1/2013 0:00,9/30/2014 0:00
5311,2014,AVP,JAX,SCRANTON,PA,USA,JACKSONVILLE,FL,USA,US,C,307,0,0,10/1/2013 0:00,9/30/2014 0:00
5312,2014,AVP,LAX,SCRANTON,PA,USA,LOS ANGELES,CA,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
5313,2014,AVP,MCI,SCRANTON,PA,USA,KANSAS CITY,MO,USA,UA,C,269,0,0,10/1/2013 0:00,9/30/2014 0:00
5314,2014,AVP,MCO,SCRANTON,PA,USA,ORLANDO,FL,USA,US,C,207,0,0,10/1/2013 0:00,9/30/2014 0:00
5316,2014,AVP,ORF,SCRANTON,PA,USA,NORFOLK,VA,USA,US,C,455,0,0,10/1/2013 0:00,9/30/2014 0:00
5317,2014,AVP,PHX,SCRANTON,PA,USA,PHOENIX/SCOTTSDALE,AZ,USA,DL,C,487,0,0,10/1/2013 0:00,9/30/2014 0:00
5318,2014,AVP,SAT,SCRANTON,PA,USA,SAN ANTONIO,TX,USA,US,C,462,0,0,10/1/2013 0:00,9/30/2014 0:00
5319,2014,AVP,SDF,SCRANTON,PA,USA,LOUISVILLE,KY,USA,US,C,378,0,0,10/1/2013 0:00,9/30/2014 0:00
5320,2014,AVP,SEA,SCRANTON,PA,USA,SEATTLE-TACOMA,WA,USA,US,C,484,0,0,10/1/2013 0:00,9/30/2014 0:00
5321,2014,AVP,SLC,SCRANTON,PA,USA,SALT LAKE CITY,UT,USA,DL,C,510,0,0,10/1/2013 0:00,9/30/2014 0:00
5322,2014,AVP,STL,SCRANTON,PA,USA,ST. LOUIS,MO,USA,UA,C,299,0,0,10/1/2013 0:00,9/30/2014 0:00
5323,2014,AZO,BWI,KALAMAZOO,MI,USA,WASHINGTON,DC,USA,DL,C,464,0,0,10/1/2013 0:00,9/30/2014 0:00
5324,2014,AZO,DFW,KALAMAZOO,MI,USA,DALLAS-FT. WORTH,TX,USA,AA,C,342,0,0,10/1/2013 0:00,9/30/2014 0:00
5325,2014,AZO,IAD,KALAMAZOO,MI,USA,WASHINGTON,DC,USA,DL,C,410,0,0,10/1/2013 0:00,9/30/2014 0:00
5326,2014,AZO,MDT,KALAMAZOO,MI,USA,HARRISBURG,PA,USA,DL,C,412,0,0,10/1/2013 0:00,9/30/2014 0:00
5327,2014,AZO,OKC,KALAMAZOO,MI,USA,OKLAHOMA CITY,OK,USA,AA,C,301,0,0,10/1/2013 0:00,9/30/2014 0:00
5328,2014,AZO,ORD,KALAMAZOO,MI,USA,CHICAGO,IL,USA,AA,C,471,0,0,10/1/2013 0:00,9/30/2014 0:00
5329,2014,AZO,ORF,KALAMAZOO,MI,USA,NORFOLK,VA,USA,DL,C,464,0,0,10/1/2013 0:00,9/30/2014 0:00
5330,2014,AZO,PHL,KALAMAZOO,MI,USA,PHILADELPHIA,PA,USA,AA,C,289,0,0,10/1/2013 0:00,9/30/2014 0:00
5331,2014,AZO,SAN,KALAMAZOO,MI,USA,SAN DIEGO,CA,USA,DL,C,510,0,0,10/1/2013 0:00,9/30/2014 0:00
5332,2014,AZO,SAT,KALAMAZOO,MI,USA,SAN ANTONIO,TX,USA,AA,C,299,0,0,10/1/2013 0:00,9/30/2014 0:00
5333,2014,AZO,SEA,KALAMAZOO,MI,USA,SEATTLE-TACOMA,WA,USA,AA,C,401,0,0,10/1/2013 0:00,9/30/2014 0:00
5334,2014,AZO,SLC,KALAMAZOO,MI,USA,SALT LAKE CITY,UT,USA,DL,C,520,0,0,10/1/2013 0:00,9/30/2014 0:00
5335,2014,AZO,STL,KALAMAZOO,MI,USA,ST. LOUIS,MO,USA,AA,C,253,0,0,10/1/2013 0:00,9/30/2014 0:00
5336,2014,BDL,CAE,HARTFORD,CT,USA,COLUMBIA,SC,USA,US,C,569,0,0,10/1/2013 0:00,9/30/2014 0:00
5337,2014,BDL,CHS,HARTFORD,CT,USA,CHARLESTON,SC,USA,UA,C,212,0,0,10/1/2013 0:00,9/30/2014 0:00
5338,2014,BDL,COS,HARTFORD,CT,USA,COLORADO SPRINGS,CO,USA,UA,C,100,0,0,10/1/2013 0:00,9/30/2014 0:00
5339,2014,BDL,CRW,HARTFORD,CT,USA,CHARLESTON,WV,USA,UA,C,107,0,0,10/1/2013 0:00,9/30/2014 0:00
5340,2014,BDL,DAY,HARTFORD,CT,USA,DAYTON,OH,USA,UA,C,213,0,0,10/1/2013 0:00,9/30/2014 0:00
5341,2014,BDL,DTW,HARTFORD,CT,USA,DETROIT,MI,USA,UA,C,217,0,0,10/1/2013 0:00,9/30/2014 0:00
5342,2014,BDL,ECP,HARTFORD,CT,USA,PANAMA CITY,FL,USA,WN,C,326,0,0,10/1/2013 0:00,9/30/2014 0:00
5343,2014,BDL,ELP,HARTFORD,CT,USA,EL PASO,TX,USA,AA,C,367,0,0,10/1/2013 0:00,9/30/2014 0:00
5344,2014,BDL,EWN,HARTFORD,CT,USA,NEW BERN,NC,USA,DL,C,439,0,0,10/1/2013 0:00,9/30/2014 0:00
5345,2014,BDL,FAY,HARTFORD,CT,USA,FAYETTEVILLE,NC,USA,US,C,378,0,0,10/1/2013 0:00,9/30/2014 0:00
5346,2014,BDL,GPT,HARTFORD,CT,USA,GULFPORT,MS,USA,US,C,436,0,0,10/1/2013 0:00,9/30/2014 0:00
5347,2014,BDL,GRK,HARTFORD,CT,USA,KILLEEN GRAY AAF,TX,USA,AA,C,457,0,0,10/1/2013 0:00,9/30/2014 0:00
5348,2014,BDL,IAH,HARTFORD,CT,USA,HOUSTON,TX,USA,UA,C,214,0,0,10/1/2013 0:00,9/30/2014 0:00
5349,2014,BDL,IND,HARTFORD,CT,USA,INDIANAPOLIS,IN,USA,UA,C,165,0,0,10/1/2013 0:00,9/30/2014 0:00
5350,2014,BDL,JAN,HARTFORD,CT,USA,JACKSON,MS,USA,US,C,424,0,0,10/1/2013 0:00,9/30/2014 0:00
5351,2014,BDL,JAX,HARTFORD,CT,USA,JACKSONVILLE,FL,USA,WN,C,188,0,0,10/1/2013 0:00,9/30/2014 0:00
5352,2014,BDL,LIT,HARTFORD,CT,USA,LITTLE ROCK,AR,USA,UA,C,265,0,0,10/1/2013 0:00,9/30/2014 0:00
5353,2014,BDL,LSE,HARTFORD,CT,USA,LA CROSSE,WI,USA,AA,C,473,0,0,10/1/2013 0:00,9/30/2014 0:00
5354,2014,BDL,MCI,HARTFORD,CT,USA,KANSAS CITY,MO,USA,AA,C,194,0,0,10/1/2013 0:00,9/30/2014 0:00
5355,2014,BDL,MEM,HARTFORD,CT,USA,MEMPHIS,TN,USA,US,C,430,0,0,10/1/2013 0:00,9/30/2014 0:00
5357,2014,BDL,MSY,HARTFORD,CT,USA,NEW ORLEANS,LA,USA,UA,C,195,0,0,10/1/2013 0:00,9/30/2014 0:00
5358,2014,BDL,OAJ,HARTFORD,CT,USA,JACKSONVILLE,NC,USA,US,C,251,0,0,10/1/2013 0:00,9/30/2014 0:00
5359,2014,BDL,PHX,HARTFORD,CT,USA,PHOENIX/SCOTTSDALE,AZ,USA,AA,C,216,0,0,10/1/2013 0:00,9/30/2014 0:00
5360,2014,BDL,PNS,HARTFORD,CT,USA,PENSACOLA,FL,USA,US,C,393,0,0,10/1/2013 0:00,9/30/2014 0:00
5361,2014,BDL,RAP,HARTFORD,CT,USA,RAPID CITY,SD,USA,DL,C,503,0,0,10/1/2013 0:00,9/30/2014 0:00
5362,2014,BDL,RIC,HARTFORD,CT,USA,RICHMOND,VA,USA,US,C,336,0,0,10/1/2013 0:00,9/30/2014 0:00
5363,2014,BDL,SAV,HARTFORD,CT,USA,SAVANNAH,GA,USA,UA,C,237,0,0,10/1/2013 0:00,9/30/2014 0:00
5364,2014,BDL,SDF,HARTFORD,CT,USA,LOUISVILLE,KY,USA,AA,C,234,0,0,10/1/2013 0:00,9/30/2014 0:00
5365,2014,BDL,SEA,HARTFORD,CT,USA,SEATTLE-TACOMA,WA,USA,AA,C,241,0,0,10/1/2013 0:00,9/30/2014 0:00
5366,2014,BDL,SFO,HARTFORD,CT,USA,SAN FRANCISCO,CA,USA,UA,C,248,0,0,10/1/2013 0:00,9/30/2014 0:00
5367,2014,BDL,SMF,HARTFORD,CT,USA,SACRAMENTO,CA,USA,WN,C,333,0,0,10/1/2013 0:00,9/30/2014 0:00
5369,2014,BDL,TPA,HARTFORD,CT,USA,TAMPA,FL,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
5370,2014,BDL,TUS,HARTFORD,CT,USA,TUCSON,AZ,USA,AA,C,337,0,0,10/1/2013 0:00,9/30/2014 0:00
5371,2014,BDL,VPS,HARTFORD,CT,USA,FT. WALTON BEACH,FL,USA,US,C,408,0,0,10/1/2013 0:00,9/30/2014 0:00
5372,2014,BFL,PHX,BAKERSFIELD,CA,USA,PHOENIX/SCOTTSDALE,AZ,USA,US,C,399,0,0,10/1/2013 0:00,9/30/2014 0:00
5373,2014,BGM,SAN,BINGHAMTON,NY,USA,SAN DIEGO,CA,USA,DL,C,529,0,0,10/1/2013 0:00,9/30/2014 0:00
5374,2014,BGR,BNA,BANGOR,ME,USA,NASHVILLE,TN,USA,US,C,446,0,0,10/1/2013 0:00,9/30/2014 0:00
5375,2014,BGR,BWI,BANGOR,ME,USA,WASHINGTON,DC,USA,US,C,400,0,0,10/1/2013 0:00,9/30/2014 0:00
5376,2014,BGR,ORF,BANGOR,ME,USA,NORFOLK,VA,USA,US,C,491,0,0,10/1/2013 0:00,9/30/2014 0:00
5377,2014,BGR,SAT,BANGOR,ME,USA,SAN ANTONIO,TX,USA,US,C,478,0,0,10/1/2013 0:00,9/30/2014 0:00
5378,2014,BHM,BOS,BIRMINGHAM,AL,USA,BOSTON,MA,USA,US,C,262,0,0,10/1/2013 0:00,9/30/2014 0:00
5379,2014,BHM,CAE,BIRMINGHAM,AL,USA,COLUMBIA,SC,USA,DL,C,360,0,0,10/1/2013 0:00,9/30/2014 0:00
5380,2014,BHM,CHS,BIRMINGHAM,AL,USA,CHARLESTON,SC,USA,US,C,360,0,0,10/1/2013 0:00,9/30/2014 0:00
5381,2014,BHM,CMH,BIRMINGHAM,AL,USA,COLUMBUS,OH,USA,US,C,264,0,0,10/1/2013 0:00,9/30/2014 0:00
5382,2014,BHM,COS,BIRMINGHAM,AL,USA,COLORADO SPRINGS,CO,USA,UA,C,305,0,0,10/1/2013 0:00,9/30/2014 0:00
5383,2014,BHM,ELP,BIRMINGHAM,AL,USA,EL PASO,TX,USA,AA,C,285,0,0,10/1/2013 0:00,9/30/2014 0:00
5384,2014,BHM,EWR,BIRMINGHAM,AL,USA,NEWARK,NJ,USA,US,C,430,0,0,10/1/2013 0:00,9/30/2014 0:00
5385,2014,BHM,FAY,BIRMINGHAM,AL,USA,FAYETTEVILLE,NC,USA,US,C,378,0,0,10/1/2013 0:00,9/30/2014 0:00
5386,2014,BHM,GRK,BIRMINGHAM,AL,USA,KILLEEN GRAY AAF,TX,USA,AA,C,242,0,0,10/1/2013 0:00,9/30/2014 0:00
5387,2014,BHM,IAD,BIRMINGHAM,AL,USA,WASHINGTON,DC,USA,US,C,398,0,0,10/1/2013 0:00,9/30/2014 0:00
5388,2014,BHM,IND,BIRMINGHAM,AL,USA,INDIANAPOLIS,IN,USA,DL,C,387,0,0,10/1/2013 0:00,9/30/2014 0:00
5389,2014,BHM,LAX,BIRMINGHAM,AL,USA,LOS ANGELES,CA,USA,UA,C,222,0,0,10/1/2013 0:00,9/30/2014 0:00
5390,2014,BHM,LSE,BIRMINGHAM,AL,USA,LA CROSSE,WI,USA,DL,C,460,0,0,10/1/2013 0:00,9/30/2014 0:00
5391,2014,BHM,MCI,BIRMINGHAM,AL,USA,KANSAS CITY,MO,USA,DL,C,417,0,0,10/1/2013 0:00,9/30/2014 0:00
5392,2014,BHM,MDT,BIRMINGHAM,AL,USA,HARRISBURG,PA,USA,US,C,303,0,0,10/1/2013 0:00,9/30/2014 0:00
5393,2014,BHM,MLI,BIRMINGHAM,AL,USA,MOLINE,IL,USA,UA,C,102,0,0,10/1/2013 0:00,9/30/2014 0:00
5394,2014,BHM,OKC,BIRMINGHAM,AL,USA,OKLAHOMA CITY,OK,USA,DL,C,426,0,0,10/1/2013 0:00,9/30/2014 0:00
5395,2014,BHM,ORF,BIRMINGHAM,AL,USA,NORFOLK,VA,USA,US,C,299,0,0,10/1/2013 0:00,9/30/2014 0:00
5396,2014,BHM,PHF,BIRMINGHAM,AL,USA,NEWPORT NEWS,VA,USA,US,C,339,0,0,10/1/2013 0:00,9/30/2014 0:00
5397,2014,BHM,PHX,BIRMINGHAM,AL,USA,PHOENIX/SCOTTSDALE,AZ,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
5398,2014,BHM,PIT,BIRMINGHAM,AL,USA,PITTSBURGH,PA,USA,US,C,384,0,0,10/1/2013 0:00,9/30/2014 0:00
5399,2014,BHM,RDU,BIRMINGHAM,AL,USA,RALEIGH-DURHAM,NC,USA,US,C,266,0,0,10/1/2013 0:00,9/30/2014 0:00
5400,2014,BHM,RIC,BIRMINGHAM,AL,USA,RICHMOND,VA,USA,US,C,387,0,0,10/1/2013 0:00,9/30/2014 0:00
5401,2014,BHM,SAN,BIRMINGHAM,AL,USA,SAN DIEGO,CA,USA,UA,C,432,0,0,10/1/2013 0:00,9/30/2014 0:00
5402,2014,BHM,SDF,BIRMINGHAM,AL,USA,LOUISVILLE,KY,USA,DL,C,384,0,0,10/1/2013 0:00,9/30/2014 0:00
5403,2014,BHM,SEA,BIRMINGHAM,AL,USA,SEATTLE-TACOMA,WA,USA,UA,C,467,0,0,10/1/2013 0:00,9/30/2014 0:00
5404,2014,BHM,SFO,BIRMINGHAM,AL,USA,SAN FRANCISCO,CA,USA,UA,C,454,0,0,10/1/2013 0:00,9/30/2014 0:00
5405,2014,BHM,SJU,BIRMINGHAM,AL,USA,SAN JUAN,PR,USA,DL,C,449,0,0,10/1/2013 0:00,9/30/2014 0:00
5406,2014,BHM,SLC,BIRMINGHAM,AL,USA,SALT LAKE CITY,UT,USA,UA,C,320,0,0,10/1/2013 0:00,9/30/2014 0:00
5407,2014,BHM,TUS,BIRMINGHAM,AL,USA,TUCSON,AZ,USA,UA,C,138,0,0,10/1/2013 0:00,9/30/2014 0:00
5408,2014,BIL,DFW,BILLINGS,MT,USA,DALLAS-FT. WORTH,TX,USA,DL,C,498,0,0,10/1/2013 0:00,9/30/2014 0:00
5409,2014,BIL,IAD,BILLINGS,MT,USA,WASHINGTON,DC,USA,UA,C,103,0,0,10/1/2013 0:00,9/30/2014 0:00
5411,2014,BIL,OKC,BILLINGS,MT,USA,OKLAHOMA CITY,OK,USA,UA,C,99,0,0,10/1/2013 0:00,9/30/2014 0:00
5412,2014,BIL,OMA,BILLINGS,MT,USA,OMAHA,NE,USA,UA,C,99,0,0,10/1/2013 0:00,9/30/2014 0:00
5413,2014,BIL,PHX,BILLINGS,MT,USA,PHOENIX/SCOTTSDALE,AZ,USA,DL,C,447,0,0,10/1/2013 0:00,9/30/2014 0:00
5415,2014,BIL,SAN,BILLINGS,MT,USA,SAN DIEGO,CA,USA,DL,C,442,0,0,10/1/2013 0:00,9/30/2014 0:00
5416,2014,BIL,SFO,BILLINGS,MT,USA,SAN FRANCISCO,CA,USA,DL,C,438,0,0,10/1/2013 0:00,9/30/2014 0:00
5417,2014,BIL,SMF,BILLINGS,MT,USA,SACRAMENTO,CA,USA,DL,C,431,0,0,10/1/2013 0:00,9/30/2014 0:00
5418,2014,BIS,DFW,BISMARCK,ND,USA,DALLAS-FT. WORTH,TX,USA,DL,C,465,0,0,10/1/2013 0:00,9/30/2014 0:00
5419,2014,BIS,IAD,BISMARCK,ND,USA,WASHINGTON,DC,USA,DL,C,325,0,0,10/1/2013 0:00,9/30/2014 0:00
5420,2014,BIS,MCI,BISMARCK,ND,USA,KANSAS CITY,MO,USA,DL,C,476,0,0,10/1/2013 0:00,9/30/2014 0:00
5421,2014,BIS,OMA,BISMARCK,ND,USA,OMAHA,NE,USA,DL,C,440,0,0,10/1/2013 0:00,9/30/2014 0:00
5422,2014,BIS,ORD,BISMARCK,ND,USA,CHICAGO,IL,USA,DL,C,449,0,0,10/1/2013 0:00,9/30/2014 0:00
5423,2014,BIS,SLC,BISMARCK,ND,USA,SALT LAKE CITY,UT,USA,UA,C,154,0,0,10/1/2013 0:00,9/30/2014 0:00
5424,2014,BIS,STL,BISMARCK,ND,USA,ST. LOUIS,MO,USA,DL,C,300,0,0,10/1/2013 0:00,9/30/2014 0:00
5425,2014,BKW,IAD,BECKLEY,WV,USA,WASHINGTON,DC,USA,UA,C,79,0,0,10/1/2013 0:00,9/30/2014 0:00
5426,2014,BLI,LAS,BELLINGHAM,WA,USA,LAS VEGAS,NV,USA,AS,C,289,0,0,10/1/2013 0:00,9/30/2014 0:00
5427,2014,BLI,PDX,BELLINGHAM,WA,USA,PORTLAND,OR,USA,AS,C,179,0,0,10/1/2013 0:00,9/30/2014 0:00
5428,2014,BLI,SAN,BELLINGHAM,WA,USA,SAN DIEGO,CA,USA,AS,C,349,0,0,10/1/2013 0:00,9/30/2014 0:00
5429,2014,BNA,BTV,NASHVILLE,TN,USA,BURLINGTON,VT,USA,UA,C,102,0,0,10/1/2013 0:00,9/30/2014 0:00
5430,2014,BNA,BUF,NASHVILLE,TN,USA,BUFFALO,NY,USA,UA,C,177,0,0,10/1/2013 0:00,9/30/2014 0:00
5431,2014,BNA,CLE,NASHVILLE,TN,USA,CLEVELAND,OH,USA,UA,C,79,0,0,10/1/2013 0:00,9/30/2014 0:00
5432,2014,BNA,CRP,NASHVILLE,TN,USA,CORPUS CHRISTI,TX,USA,AA,C,286,0,0,10/1/2013 0:00,9/30/2014 0:00
5433,2014,BNA,DAL,NASHVILLE,TN,USA,DALLAS-FT. WORTH,TX,USA,UA,C,99,0,0,10/1/2013 0:00,9/30/2014 0:00
5434,2014,BNA,DAY,NASHVILLE,TN,USA,DAYTON,OH,USA,DL,C,338,0,0,10/1/2013 0:00,9/30/2014 0:00
5436,2014,BNA,DSM,NASHVILLE,TN,USA,DES MOINES,IA,USA,WN,C,193,0,0,10/1/2013 0:00,9/30/2014 0:00
5437,2014,BNA,EYW,NASHVILLE,TN,USA,KEY WEST,FL,USA,WN,C,236,0,0,10/1/2013 0:00,9/30/2014 0:00
5438,2014,BNA,GEG,NASHVILLE,TN,USA,SPOKANE,WA,USA,WN,C,346,0,0,10/1/2013 0:00,9/30/2014 0:00
5439,2014,BNA,GPT,NASHVILLE,TN,USA,GULFPORT,MS,USA,DL,C,399,0,0,10/1/2013 0:00,9/30/2014 0:00
5440,2014,BNA,GSO,NASHVILLE,TN,USA,GREENSBORO,NC,USA,US,C,370,0,0,10/1/2013 0:00,9/30/2014 0:00
5441,2014,BNA,ICT,NASHVILLE,TN,USA,WICHITA,KS,USA,DL,C,396,0,0,10/1/2013 0:00,9/30/2014 0:00
5443,2014,BNA,JAN,NASHVILLE,TN,USA,JACKSON,MS,USA,DL,C,393,0,0,10/1/2013 0:00,9/30/2014 0:00
5444,2014,BNA,LAW,NASHVILLE,TN,USA,LAWTON,OK,USA,AA,C,370,0,0,10/1/2013 0:00,9/30/2014 0:00
5445,2014,BNA,LIT,NASHVILLE,TN,USA,LITTLE ROCK,AR,USA,DL,C,360,0,0,10/1/2013 0:00,9/30/2014 0:00
5446,2014,BNA,LSE,NASHVILLE,TN,USA,LA CROSSE,WI,USA,AA,C,289,0,0,10/1/2013 0:00,9/30/2014 0:00
5447,2014,BNA,MHK,NASHVILLE,TN,USA,MANHATTAN,KS,USA,AA,C,303,0,0,10/1/2013 0:00,9/30/2014 0:00
5448,2014,BNA,MKE,NASHVILLE,TN,USA,MILWAUKEE,WI,USA,AA,C,200,0,0,10/1/2013 0:00,9/30/2014 0:00
5449,2014,BNA,MLI,NASHVILLE,TN,USA,MOLINE,IL,USA,UA,C,176,0,0,10/1/2013 0:00,9/30/2014 0:00
5450,2014,BNA,MOB,NASHVILLE,TN,USA,MOBILE,AL,USA,DL,C,383,0,0,10/1/2013 0:00,9/30/2014 0:00
5451,2014,BNA,MSN,NASHVILLE,TN,USA,MADISON,WI,USA,AA,C,247,0,0,10/1/2013 0:00,9/30/2014 0:00
5452,2014,BNA,OAJ,NASHVILLE,TN,USA,JACKSONVILLE,NC,USA,US,C,290,0,0,10/1/2013 0:00,9/30/2014 0:00
5453,2014,BNA,OMA,NASHVILLE,TN,USA,OMAHA,NE,USA,AA,C,179,0,0,10/1/2013 0:00,9/30/2014 0:00
5454,2014,BNA,ONT,NASHVILLE,TN,USA,LOS ANGELES,CA,USA,UA,C,256,0,0,10/1/2013 0:00,9/30/2014 0:00
5455,2014,BNA,PBI,NASHVILLE,TN,USA,WEST PALM BEACH,FL,USA,US,C,388,0,0,10/1/2013 0:00,9/30/2014 0:00
5456,2014,BNA,PDX,NASHVILLE,TN,USA,PORTLAND,OR,USA,AA,C,268,0,0,10/1/2013 0:00,9/30/2014 0:00
5457,2014,BNA,PHF,NASHVILLE,TN,USA,NEWPORT NEWS,VA,USA,US,C,405,0,0,10/1/2013 0:00,9/30/2014 0:00
5458,2014,BNA,PIT,NASHVILLE,TN,USA,PITTSBURGH,PA,USA,US,C,232,0,0,10/1/2013 0:00,9/30/2014 0:00
5459,2014,BNA,PNS,NASHVILLE,TN,USA,PENSACOLA,FL,USA,DL,C,408,0,0,10/1/2013 0:00,9/30/2014 0:00
5460,2014,BNA,PVD,NASHVILLE,TN,USA,PROVIDENCE,RI,USA,UA,C,99,0,0,10/1/2013 0:00,9/30/2014 0:00
5461,2014,BNA,PWM,NASHVILLE,TN,USA,PORTLAND,ME,USA,US,C,316,0,0,10/1/2013 0:00,9/30/2014 0:00
5463,2014,BNA,RNO,NASHVILLE,TN,USA,RENO,NV,USA,AA,C,212,0,0,10/1/2013 0:00,9/30/2014 0:00
5464,2014,BNA,SDF,NASHVILLE,TN,USA,LOUISVILLE,KY,USA,DL,C,300,0,0,10/1/2013 0:00,9/30/2014 0:00
5465,2014,BNA,SHV,NASHVILLE,TN,USA,SHREVEPORT,LA,USA,DL,C,428,0,0,10/1/2013 0:00,9/30/2014 0:00
5467,2014,BNA,SMF,NASHVILLE,TN,USA,SACRAMENTO,CA,USA,WN,C,282,0,0,10/1/2013 0:00,9/30/2014 0:00
5468,2014,BNA,SWF,NASHVILLE,TN,USA,NEWBURGH,NY,USA,US,C,384,0,0,10/1/2013 0:00,9/30/2014 0:00
5469,2014,BNA,SYR,NASHVILLE,TN,USA,SYRACUSE,NY,USA,UA,C,184,0,0,10/1/2013 0:00,9/30/2014 0:00
5470,2014,BNA,TLH,NASHVILLE,TN,USA,TALLAHASSEE,FL,USA,DL,C,416,0,0,10/1/2013 0:00,9/30/2014 0:00
5471,2014,BNA,TUL,NASHVILLE,TN,USA,TULSA,OK,USA,DL,C,406,0,0,10/1/2013 0:00,9/30/2014 0:00
5472,2014,BNA,TUS,NASHVILLE,TN,USA,TUCSON,AZ,USA,AA,C,329,0,0,10/1/2013 0:00,9/30/2014 0:00
5473,2014,BNA,VPS,NASHVILLE,TN,USA,FT. WALTON BEACH,FL,USA,DL,C,408,0,0,10/1/2013 0:00,9/30/2014 0:00
